0	0.98864
1	0.950616
2	0.984602
3	0.995696
4	0.996059
5	0.993031
6	0.989465
7	0.988798
8	0.996634
9	0.972408
10	0.894193
11	0.984905
12	0.750831
13	0.951336
14	0.985624
15	0.983969
16	0.993646
17	0.968782
18	0.996767
19	0.994786
20	0.976495
21	0.996543
22	0.982327
23	0.958111
24	0.996736
25	0.965211
26	0.996163
27	0.975516
28	0.979437
29	0.978885
30	0.999331
31	0.998679
32	0.972978
33	0.986719
34	0.997091
35	0.88826
36	0.998878
37	0.994975
38	0.999018
39	0.965991
40	0.93336
41	0.362701
42	0.97312
43	0.992313
44	0.561923
45	0.439022
46	0.997333
47	0.992124
48	0.996988
49	0.954894
50	0.99292
51	0.998798
52	0.995988
53	0.979418
54	0.982955
55	0.982321
56	0.962587
57	0.994223
58	0.984864
59	0.985438
60	0.983543
61	0.9851
62	0.384399
63	0.991744
64	0.999366
65	0.999019
66	0.945278
67	0.993644
68	0.979988
69	0.999171
70	0.997861
71	0.997513
72	0.971892
73	0.978356
74	0.996763
75	0.99425
76	0.964112
77	0.961022
78	0.98995
79	0.95057
80	0.982734
81	0.99405
82	0.996601
83	0.98841
84	0.991448
85	0.992866
86	0.538961
87	0.988502
88	0.994869
89	0.958117
90	0.492921
91	0.957748
92	0.994853
93	0.959166
94	0.95212
95	0.991142
96	0.986787
97	0.990365
98	0.988225
99	0.996952
100	0.913241
101	0.879866
102	0.989055
103	0.987008
104	0.90266
105	0.998637
106	0.978752
107	0.844222
108	0.980117
109	0.994917
110	0.998334
111	0.969908
112	0.997899
113	0.991117
114	0.990502
115	0.980039
116	0.979491
117	0.976545
118	0.999027
119	0.999039
120	0.971862
121	0.916468
122	0.956692
123	0.950798
124	0.978919
125	0.995932
126	0.996357
127	0.748749
128	0.975634
129	0.997146
130	0.802955
131	0.983836
132	0.996813
133	0.625005
134	0.987679
135	0.998646
136	0.837804
137	0.906911
138	0.982221
139	0.997199
140	0.938201
141	0.986802
142	0.992708
143	0.989374
144	0.99038
145	0.975818
146	0.885365
147	0.989928
148	0.871612
149	0.995193
150	0.99795
151	0.996205
152	0.993046
153	0.964886
154	0.989735
155	0.994257
156	0.990017
157	0.968535
158	0.985314
159	0.99522
160	0.976842
161	0.973034
162	0.967014
163	0.994347
164	0.969289
165	0.968936
166	0.996819
167	0.720997
168	0.972704
169	0.998133
170	0.954024
171	0.937685
172	0.989473
173	0.98238
174	0.997461
175	0.985644
176	0.667221
177	0.952482
178	0.995466
179	0.998745
180	0.994697
181	0.572106
182	0.980435
183	0.990581
184	0.993722
185	0.995016
186	0.988367
187	0.978244
188	0.990643
189	0.972612
190	0.993336
191	0.975442
192	0.982291
193	0.997288
194	0.828579
195	0.995183
196	0.961802
197	0.944497
198	0.980733
199	0.611385
200	0.995596
201	0.995934
202	0.998063
203	0.989408
204	0.946814
205	0.996017
206	0.987688
207	0.975281
208	0.990022
209	0.996026
210	0.994455
211	0.671614
212	0.986743
213	0.9861
214	0.99477
215	0.997177
216	0.994254
217	0.993095
218	0.992655
219	0.995553
220	0.986668
221	0.969241
222	0.969193
223	0.978989
224	0.993908
225	0.971968
226	0.997585
227	0.973333
228	0.998497
229	0.998471
230	0.948077
231	0.974362
232	0.997396
233	0.965122
234	0.761741
235	0.918291
236	0.997248
237	0.994227
238	0.990706
239	0.995259
240	0.976073
241	0.990565
242	0.994564
243	0.964361
244	0.989198
245	0.659632
246	0.928278
247	0.995398
248	0.992948
249	0.99387
250	0.936829
251	0.749773
252	0.9988
253	0.986134
254	0.994686
255	0.991805
256	0.99076
257	0.997625
258	0.996424
259	0.982719
260	0.996011
261	0.996222
262	0.663938
263	0.998592
264	0.933696
265	0.953497
266	0.872776
267	0.976018
268	0.939208
269	0.996299
270	0.995545
271	0.981426
272	0.947974
273	0.99783
274	0.969285
275	0.99357
276	0.990493
277	0.986965
278	0.988209
279	0.993524
280	0.922584
281	0.982866
282	0.998243
283	0.995941
284	0.993288
285	0.993975
286	0.963422
287	0.9933
288	0.997852
289	0.998991
290	0.997798
291	0.982123
292	0.969966
293	0.994884
294	0.999725
295	0.992734
296	0.837772
297	0.6789
298	0.947367
299	0.985187
300	0.997976
301	0.996124
302	0.442582
303	0.976225
304	0.996837
305	0.989103
306	0.991995
307	0.995913
308	0.97207
309	0.987081
310	0.99857
311	0.99716
312	0.971157
313	0.982407
314	0.661705
315	0.993019
316	0.989357
317	0.990377
318	0.948917
319	0.997863
320	0.973377
321	0.993582
322	0.921703
323	0.980032
324	0.996819
325	0.987655
326	0.997852
327	0.964994
328	0.996828
329	0.990458
330	0.971513
331	0.997655
332	0.97185
333	0.998641
334	0.881603
335	0.995613
336	0.993115
337	0.965238
338	0.971857
339	0.982084
340	0.981798
341	0.99786
342	0.991722
343	0.965906
344	0.983609
345	0.985717
346	0.994311
347	0.963724
348	0.998725
349	0.962771
350	0.9808
351	0.992565
352	0.999126
353	0.994297
354	0.994741
355	0.947376
356	0.992673
357	0.978204
358	0.953087
359	0.981406
360	0.969071
361	0.970573
362	0.982461
363	0.996908
364	0.998726
365	0.93435
366	0.951568
367	0.994593
368	0.987994
369	0.996469
370	0.992411
371	0.97991
372	0.995877
373	0.991404
374	0.995776
375	0.97851
376	0.979096
377	0.700633
378	0.996674
379	0.979874
380	0.997871
381	0.951385
382	0.995206
383	0.993974
384	0.968814
385	0.994586
386	0.999709
387	0.998665
388	0.994471
389	0.994919
390	0.990324
391	0.914197
392	0.992928
393	0.997045
394	0.987099
395	0.958356
396	0.993315
397	0.985564
398	0.99761
399	0.99577
400	0.994496
401	0.982516
402	0.904162
403	0.984006
404	0.993753
405	0.970497
406	0.9473
407	0.906393
408	0.911625
409	0.900487
410	0.978382
411	0.98903
412	0.908529
413	0.89754
414	0.922213
415	0.979499
416	0.968383
417	0.708296
418	0.992047
419	0.999083
420	0.996124
421	0.827596
422	0.998851
423	0.976351
424	0.945846
425	0.779784
426	0.842179
427	0.998385
428	0.97168
429	0.97667
430	0.989918
431	0.995518
432	0.991576
433	0.945533
434	0.99782
435	0.993648
